"id","obligation"
398,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzbrille + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Atemschutzmaske (P3) tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten. Nachfolgearbeiten in behandelten Kulturen: bis 48 Stunden nach Ausbringung Schutzhandschuhe + Arbeitskleidung (mindestens langärmliges Hemd + lange Hose) tragen."
399,"Auf der Produktetikette ist die Anzahl Organismen pro Packung anzugeben."
400,"Ausbringen des Produktes: Schutzhandschuhe tragen."
401,"Bei Nachfolgearbeiten sind bis 48 Stunden nach Ausbringung des Mittels Schutzhandschuhe und ein Schutzanzug zu tragen."
402,"Beim Beizvorgang sind Schutzhandschuhe und ein Schutzanzug zu tragen."
403,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 15-51 (F) und eine Referenzbrühmenge von 800 l/ha (Berechnungsgrundlage)."
404,"Die Auflagen zum Schutz von Mensch, Haus- und Wildtieren sind strikt zu befolgen. Bei unsachgemässer Anwendung besteht ein Risiko für Mensch, Haus- und Wildtiere."
405,"Die maximale Aufwandmenge von 1.6 l/ha pro Applikation darf nicht überschritten werden."
406,"Die Produktion hat von einem definierten Virusstamm (Saatvirus) auszugehen."
407,"Die Spritzbrühe muss innerhalb von 4 Stunden nach dem (erstmaligen) Mischen ausgebracht werden."
408,"Feltiella acarisuga ist ein Ergänzungs-Nützling zu anderen Nützlingen."
409,"Für die Zucht dürfen nur Organismen, die natürlicherweise in Europa vorkommen verwendet werden."
410,"Gefahr von Phytotoxizität bei einer Behandlung bei hohen Temperaturen."
411,"Gegen Rotbrenner in Tankmischung mit Folpet (80% WP), Konz. 0.1%."
412,"In Tankmischung mit 2.0 l/ha Successor 600."
413,"Köder oder Teile davon dürfen nicht mit dem Erntegut in Kontakt kommen."
414,"Maximal 2 Behandlungen pro Jahr."
415,"Maximal 2 Behandlungen pro Kultur im Abstand von 10 Tagen."
416,"Maximal 2 Behandlungen."
417,"Maximal 3 Behandlungen im Abstand von 7-10 Tagen."
418,"Maximal 5 Behandlungen pro Jahr."
419,"Nur für die nichtberufliche Verwendung."
420,"Nur in Kulturen unter Tunnelabdeckung oder im Gewächshaus"
421,"Nur in Tankmischung mit 0.55-1 kg/ha Basagran SG."
422,"Nur in Tankmischung mit Captan 0.125%."
423,"Nützlinge vor direkter Sonneneinstrahlung und Wasser schützen."
424,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel mit einen Wirkstoff der Gruppe der QoI (Quinone outside Inhibitors) nicht mehr als 4 Mal pro Jahr ausgebracht werden, wovon höchstens 2 aufeinander folgende Behandlungen erlaubt sind."
425,"SPe 1 - Zum Schutz von Grundwasser maximal 3 Anwendungen pro Parzelle und Jahr mit einem Trifloxystrobin-haltigen Produkt, davon maximal 1 Anwendung im Herbst."
426,"Splitbehandlung mit niedriger Aufwandmenge ist zu bevorzugen (angegebene Aufwandmenge entspricht total bewilligter Menge)."
427,"Unmittelbar nach Hagelschlag, bis spätestens Mitte August."
428,"Vor Gebrauch der Spritzbrühe ist diese gut zu schütteln. Spritzbrühe immer wieder kräftig schütteln und rasch aufbrauchen."
429,"Während der Applikation kontinuierlich rühren."
430,"Wirkt nur auf Blattläuse, die direkt getroffen werden."
431,"Zwecks Vitalitätsprüfung ersuchen wir (auf Anfrage) um Zustellung einer Stichprobe."
432,"2 Anwendungen pro Jahr, April bis September."
433,"Ab 2. Standjahr"
434,"Achtung! Erhöhte Schaumbildung bei der Herstellung der Spritzbrühe."
435,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
436,"Ansetzen der Spritzbrühe: Schutzhandschuhe tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen."
437,"Anwendung bei sonniger, trockener Witterung; Temperaturen 20-28°C. Nicht anwenden bei bewölkter, kühler Witterung sowie Temperaturen über 28°C."
438,"Applikationsintervall: 14 Tage."
439,"Auf der Gebrauchsanweisung ist die Liste der Sorten aufzuführen, welche das Präparat vertragen."
440,"Befüllen der Maschine mit Granulat: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (BP3) tragen. Ausbringen und Einarbeiten des Granulats, Abdecken und Entfernen der Folie, erste Bodenbearbeitung: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (BP3)."
441,"Behandlung der unbearbeiteten Zwischenreihen bei der Streifenfrässaat."
442,"Bei geringen Niederschlägen und in trockenen Gebieten muss das Produkt nach der Applikation eingeregnet werden."
443,"Bei Nachfolgearbeiten im Gewächshaus: Während der Einwirkzeit sicherstellen, dass niemand den Raum ohne vorgeschriebene Schutzausrüstung betritt. Betreten der behandelten Räume während der Einwirkzeit: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (B) tragen. Nach Abschluss der Einwirkzeit Gewächshaus vor dem Wiederbetreten gründlich lüften."
444,"Beim Ansetzen der Spritzbrühe sind Schutzhandschuhe und ein Schutzanzug zu tragen. Beim Ausbringen der Spritzbrühe sind Schutzhandschuhe zu tragen.  Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
445,"Beim Vermischen von Lösung und Tabletten: Schutzhandschuhe + Schutzanzug + Schutzbrille tragen. Beim Entsorgen der Restlösung: Schutzhandschuhe + Schutzanzug + Schutzbrille tragen"
446,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 11-12 (E) und eine Referenzbrühmenge von 600 l/ha (Berechnungsgrundlage)."
447,"Die Etiketten von Verpackungen mit behandeltem Pflanzgut sind mit folgenden Angaben zu versehen:  - Gebeiztes Pflanzgut. Nicht einnehmen! Überreste dürfen (auch gewaschen) nicht als Futter oder Lebensmittel verwendet werden.  - Die Handelsbezeichnung, Wirkstoff(e), sowie die Sicherheitshinweise des Saatbeizmittels.  - Zum Schutz von Vögeln und wildlebenden Säugetieren muss das behandelte Pflanzgut vollständig in den Boden eingearbeitet werden; es ist sicherzustellen, dass das behandelte Pflanzgut auch am Ende der Saatreihen vollständig in den Boden eingearbeitet ist.  - Zum Schutz von Vögeln und wildlebenden Säugetieren muss verschüttetes Pflanzgut beseitigt werden."
448,"Frühjahr: maximal 1 Behandlung pro Parzelle."
449,"Gegen die 2. Generation des Traubenwicklers."
450,"Gewächshaustemperatur über 15 Grad Celsius halten."
451,"Grüne bzw. unverholzte Pflanzenteile der Kulturpflanzen dürfen mit dem Herbizid nicht in Kontakt kommen."
452,"Herbst: maximal 1 Behandlung pro Parzelle."
453,"Karenzfrist zwischen Behandlung und Pflanzung bzw. Behandlung und  Aussaat sowie Vorsichtsmassnahmen gemäss den Angaben der Bewilligungsinhaberin beachten."
454,"Maximal 15 Behandlungen im Abstand von ca. 7 Tagen pro Parzelle und Jahr."
455,"Maximal 2 Behandlungen im Abstand von 7-10 Tagen."
456,"Maximal 2 Behandlungen pro Kultur und Jahr mit diesem Produkt oder einem anderen Produkt, das diesen Wirkstoff enthält."
457,"Maximal 4 Behandlungen pro Kultur im Abstand von 7 Tagen."
458,"Nach Zugabe der Tabletten in die Lösung: Raum sofort verlassen und Raum gut verschliessen. Während der Behandlungszeit sicherstellen, dass niemand den Raum betritt. Nach Abschluss der Behandlungszeit: Raum vor dem Wiederbetreten mindestens 15 Minuten gründlich lüften."
459,"Nicht mit Kupferpräparaten mischbar, Gefahr von Blattverbrennungen."
460,"Nur gegen nichtresistente Stämme geeignet."
461,"Nur in Obstanlagen gemäss Art. 22 der Verordnung vom 7. Dezember 1998 über landwirtschaftliche Begriffe und die Anerkennung von Betriebsformen (SR 910.91, LBV)."
462,"Sofort nach der Applikation einarbeiten."
463,"Sortenempfindlichkeit beachten, verträgliche Sorten sind auf der Etikette zu vermerken."
464,"SPe 3: Zum Schutz von Gewässerorganismen vor den Folgen von Drift eine unbehandelte Pufferzone von 60 m zu Oberflächengewässern einhalten."
465,"Tiefere Dosierung auf sandigen, schwach humosen Böden; höhere Dosierung auf schweren, schwach humosen Böden."
466,"Zusatz von 1% Zucker."
467,"1 Behandlung nach der Ernte."
468,"1-3 Behandlungen in Kombination mit Phytoseiulus."
469,"Anforderungen an Witterung beachten: das Antrocknen der Spritzbrühe muss gewährleistet sein, Regenfestigkeit nach 6 oder mehr Stunden."
470,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille oder Visier tragen. Ausbringen der Spritzbrühe:  Schutzhandschuhe tragen."
471,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug tragen. Ausbringen der Spritzbrühe: Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
472,"Anwendung nur in Kulturen zur Produktion von getrockneten Samen und Früchten."
473,"Anwendung nur in Kulturen zur Produktion von teeähnlichen Erzeugnissen."
474,"Aprikosen sind schwefelempfindlich, keine Behandlungen."
475,"Auch bei reduzierten Spritzbrühen darf die Konzentration von 0.1% nicht überschritten werden."
476,"Auf Packungen und in anderen Empfehlungen ist auf die nötigen Vorsichtsmassnahmen hinzuweisen."
477,"Ausbringen des Granulats: Schutzhandschuhe tragen."
478,"Befüllen der Maschinen mit dem Granulat: Schutzanzug tragen. Ausbringen des Granulats: Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
479,"Befüllen der Maschinen mit dem Granulat: Schutzhandschuhe + Schutzanzug tragen. Ausbringen des Granulats: Schutzhandschuhe + Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabinen) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
480,"Behandlung mit Spritzschirm."
481,"Behandlung nur auf Anweisung der Kantonalen Pflanzenschutzdienste."
482,"Behandlungen im Abstand von 10 Tagen."
483,"Behandlungsintervall 7 Tage."
484,"Behandlungsintervall mindestens 3 Tage."
485,"Bei Bedarf Anwendung nach 14-21 Tagen wiederholen."
486,"Beim Ansetzen der Spritzbrühe müssen Schutzhandschuhe getragen werden. Ist bei der Applikation der Spritzbrühe der Hautkontakt mit dem Pflanzenschutzmittel nicht zu vermeiden (z.B. durch Sprühnebel) so müssen Schutzhandschuhe und ein Schutzanzug getragen werden."
487,"Beizen des Saatguts: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (P2) tragen."
488,"Brühemenge: 1000 l/ha."
489,"Das Laub behandelter Rüben darf nicht an Tiere verfüttert werden."
490,"Das Produkt kann bei Hautkontakt Allergien auslösen. Beim Ansetzen der Spritzbrühe sind Schutzhandschuhe und ein Schutzanzug zu tragen."
491,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 61-69 (I) und eine Referenzbrühmenge von 1'200 l/ha (Berechnungsgrundlage). Die Brühemenge muss an das Entwicklungsstadium der Kultur angepasst werden."
492,"Die Aufwandmenge entspricht 1 gelben Tablette (4.2 g) oder 5 rosa Tabletten (5 x 0.84 g)."
493,"Die Kultur muss im Zeitpunkt der Behandlung eine gut ausgebildete Wachsschicht aufweisen."
494,"Die Wirkungseffizienz dieses Produkt wurde nicht in allen Kulturen und für alle Applikationen geprüft und kann deshalb je nach Kultur, Substrat oder Applikationsbedingungen stark schwanken."
495,"Einzelpflanzenbehandlung mit Rückenspritze."
496,"Grüne bzw. unverholzte Pflanzenteile der Kulturpflanzen dürfen nicht getroffen werden."
497,"In 300-600 l Wasser/ha."
498,"In der Regel nur 1 Behandlung bei Befallsbeginn durchführen."
499,"In Tankmischung mit Pronto Plus (0.8 l/ha)."
500,"Kann bei weichblättrigen Zierpflanzen, Oleander, Farnen und an Blüten Phytotoxschäden verursachen."
501,"Keine Anwendung bei Baby-Leaf."
502,"Letzte Behandlung bei Beginn des Farbumschlags, jedoch spätestens Mitte August."
503,"Maximal 2 Behandlungen pro Kultur im Abstand von 5 Tagen."
504,"Maximal 2 Behandlungen pro Kultur im Abstand von 7-14 Tagen."
505,"Maximal 2 Behandlungen pro Parzelle und Jahr mit Produkten, die Fluopicolide oder Fluopyram enthalten."
506,"Maximal 400ml/ha."
507,"Maximal 9 Behandlungen pro Kultur."
508,"Nachfolgearbeiten in behandelten Kulturen: mindestens Schutzhandschuhe + langärmliges Hemd + lange Hose + festes Schuhwerk tragen."
509,"Nur in Tankmischung mit 1-2 L/ha Basagran."
510,"Nur zur Setzlingsanzucht."
511,"PLS+RCC = Physiological Leaf Spots und Ramularia collo-cygni."
512,"Sicherstellen, dass der behandelte Rasen bis zum nächsten Schnitt (inklusive Entfernung Schnittgut) nur mit langärmeligen Hemd + langen Hosen betreten wird."
513,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe der SDHI oder SSH enthält, nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden."
514,"SPa 1: Zur Vermeidung einer Resistenzbildung dürfen Pflanzenschutzmittel mit einem Wirkstoff der Gruppe der QoI (Quinone outside Inhibitors) nicht mehr als 3 Mal pro Kultur und Jahr ausgebracht werden."
515,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 2 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC C3 (u.a. Strobilurine)."
516,"SPe 1 - Zum Schutz von Grundwasser dieses Pflanzenschutzmittel oder andere Bupirimate-haltige Pflanzenschutzmittel nicht mehr als 3 mal pro Parzelle und Jahr anwenden."
517,"SPe 3: Zum Schutz von Gewässerorganismen eine unbehandelte Pufferzone von 6 m zu Oberflächengewässern einhalten."
518,"Spritzabstände 7-10 Tage zu anderen Kontaktfungiziden."
519,"Spritzbrühe gut anrühren, damit diese homogen ist."
520,"Ueber die kombinierte Anwendung mit Herbiziden (Tankmischung) geben die jeweiligen Packungsaufschriften der Unkrautbekämpfungsmittel Auskunft."
521,"Zwei Freilassungen."
522,"2 l Wasser pro m² bzw. 20'000 l Wasser pro ha."
523,"6% bei 300 l Wasser."
524,"Als Zusatz zu Netzschwefel oder organischen Fungiziden."
525,"Ansetzen und Ausbringen der Streichlösung: Schutzhandschuhe + Schutzbrille oder Visier tragen."
526,"Anwendung auf die trockenen Unkräuter und Ungräser (2 ml Produkt/m2 in 15-30 ml Brühe/m2)."
527,"Anwendungstechnik: Unterblattbehandlung."
528,"Behandlung auf abgehärtete Pflanzen."
529,"Behandlung von im Frühling oder Herbst gesäten Kulturen."
530,"Behandlungen im Abstand von mindestens 14 Tagen."
531,"Behandlungen nach der Blüte: Pro Parzelle und Jahr insgesamt nicht mehr als 3400 g des Wirkstoffs Dithianon pro Hektar anwenden."
532,"Bei allen Anwendungen soll eine Einarbeitungstiefe von 20 cm eingehalten werden."
533,"Bei Bedarf Anwendung nach 7 Tagen wiederholen."
534,"Bei Betreten der behandelten Räume sind während der Behandlungs- und Einwirkzeit Schutzhandschuhe, ein Schutzanzug, eine Kopfbedeckung, eine Atemschutzmaske (A2P2) und eine dicht abschliessende Schutzbrille zu tragen. Eine Vollmaske kann die Kombination Schutzbrille und Schutzmaske ersetzen."
535,"Bei Winterroggen Behandlung bis Stadium BBCH 25."
536,"Betreten der behandelten Räume während Einwirkzeit: Schutzhandschuhe + Schutzanzug + Schutzbrille + Kopfbedeckung + Atemschutzmaske (A2P3) tragen."
537,"Darf nicht im Herbst angewendet werden."
538,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 01-10 (B-D) und eine Referenzbrühmenge von 800 l/ha (Berechnungsgrundlage)."
539,"Die Etiketten von Verpackungen mit behandeltem Pflanzgut sind mit folgenden Angaben zu versehen: ""Bei der Handhabung von gebeiztem Pflanzgut sind Schutzhandschuhe zu tragen."""
540,"Die Luftfeuchtigkeit muss nach dem Einsatz während mindestens 24 Stunden über 90% r. F. gehalten werden."
541,"Einsatz kurativ und in Kombination mit anderen Blattlaus-Nützlingen."
542,"Entweder 1x 6 ml/m2 (maximal eine Behandlung) oder 2x 3 ml/m2 (maximal 2 Behandlungen)."
543,"Entweder 4 L/ha (maximal 6 Behandlungen im Intervall von 5 -7 Tagen) oder 8 L/ha (maximal 4 Behandlungen im Intervall von 7-10 Tagen)."
544,"Erste Behandlung bei Befallsbeginn, bei Bedarf nach 7-14 Tagen wiederholen."
545,"In Tankmischung mit einem organischen Fungizid."
546,"Keine Anwendung in Saatkartoffeln."
547,"Koniferen und Thuja erst nach Ausreifen der Jahrestriebe behandeln."
548,"Larven nicht jünger als L3"
549,"Maximal 3 Behandlungen pro Kultur im Abstand von mindestens 7 Tagen."
550,"Maximal 5 Behandlungen pro Kultur."
551,"Maximal 6 Behandlungen pro Jahr im Abstand von mindestens 7 Tagen."
552,"Maximal 8 Behandlungen pro Parzelle und Jahr."
553,"Nachfolgearbeiten in behandelten Kulturen sind frühestens 48 Stunden nach Ausbringung möglich. Dabei sind Schutzhandschuhe + Arbeitskleidung (mindestens langärmliges Hemd + lange Hose) zu tragen."
554,"Nur in Tankmischung mit einem Glyphosate-Produkt."
555,"Nur vor der Blüte und nach der Ernte."
556,"Nur zur Behandlung von Unkrautnestern."
557,"Phytotoxschäden bei empfindlichen Arten oder Sorten möglich."
558,"Remontierende Erdbeeren: Behandlungsintervall von 21 Tagen."
559,"SPa 1: Zur Vermeidung einer Resistenzbildung darf dieses oder irgendein anderes Produkt, welches einen Wirkstoff aus der Wirkstoffgruppe QiI enthält, nicht mehr als 3 mal pro Parzelle und Jahr ausgebracht werden."
560,"SPa 1: Zur Vermeidung einer Resistenzbildung maximal 3 Behandlungen pro Parzelle und Jahr mit Produkten aus der Wirkstoffgruppe FRAC Nr. 03 (SSH = Sterolsynthesehemmer = Triazole)."
561,"SPa 1: Zur Vermeidung einer Resistenzbildung, Produkt im Wechsel mit Produkten einsetzen, die keinen Wirkstoff aus der Wirkstoffgruppe FRAC Nr. 27 enthalten."
562,"Spe 3: Zum Schutz von Gewässerorganismen eine unbehandelte Pufferzone von 20 m zu Oberflächengewässern einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden. Zum Schutz vor den Folgen einer Abschwemmung muss eine mit einer geschlossenen Pflanzendecke bewachsene Pufferzone von mindestens 6 m eingehalten werden. Bei Anwendung im Gewächshaus gelten diese Abstandsauflagen nicht."
563,"Spe 3: Zum Schutz von Gewässerorganismen muss sichergestellt werden, dass bei der Anwendung kein Pflanzenschutzmittel in Oberflächengewässer gelangt."
564,"SPe 3: Zum Schutz von Nichtzielarthropoden vor den Folgen von Drift eine unbehandelte Pufferzone von 100 m zu Biotopen (gemäss Art. 18a und 18b NHG) einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden."
565,"SPe 3: Zum Schutz von Nichtzielpflanzen vor den Folgen von Drift eine unbehandelte Pufferzone von 50 m zu Biotopen (gemäss Art. 18a und 18b NHG) einhalten. Diese Distanz kann beim Einsatz von driftreduzierenden Massnahmen gemäss den Weisungen der Zulassungsstelle reduziert werden."
566,"SPe 8 - Gefährlich für Bienen: Darf nicht mit blühenden oder Honigtau aufweisenden Pflanzen (z.B. Kulturen, Einsaaten, Unkräutern, Nachbarkulturen, Hecken) in Kontakt kommen. Darf nur mit Driftreduktionsmassnahmen von mindestens 75% angewendet werden. In der Anlage sowie in einem Pufferstreifen von 3 m Breite rund um die Anlage sind blühende Einsaaten oder Unkräuter vor der Behandlung zu entfernen (am Vortag mähen/mulchen)."
567,"1 Beutel = 250 Organismen."
568,"1 Röhrchen (240 Organismen) / 200m2"
569,"1-2 Behandlungen im Abstand von 7-10 Tagen."
570,"1. Behandlung im Keim- bis Zweiblatt-Stadium der Unkräuter. 2. Behandlung 5-7 Tage später."
571,"2-3 Behandlungen im Abstand von 14 Tagen."
572,"4 Anwendungen im Abstand von 7 Tagen."
573,"6 Anwendungen im Abstand von 7 Tagen."
574,"Als Zusatz zu den durch die Firma zu bestimmenden Fungizid- und Insektizidspritzbrühen."
575,"Ansetzen der Spritzbrühe oder Streichlösung: Schutzhandschuhe + Schutzbrille oder ein Visier zu tragen. Ausbringen der Spritzbrühe oder Streichlösung: Schutzhandschuhe zu tragen."
576,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Atemschutzmaske (P3) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
577,"Ansetzen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (P2) tragen. Ausbringen der Spritzbrühe: Schutzhandschuhe + Schutzanzug + Visier + Kopfbedeckung tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
578,"Anwendung nur in Kulturen zur Produktion von  teeähnlichen Erzeugnissen oder Gewürzen."
579,"Anwendung nur in Kulturen zur Produktion von getrockneten Blättern und Blüten."
580,"Anwendungszeitpunkt bei Flughöhepunkt der Falter."
581,"Applikation im Abstand von 4 Wochen."
582,"Ausbringen der Spritzbrühe: Schutzanzug tragen. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
583,"Behandelte Geräte nicht verwenden, bevor die Oberfläche getrocknet ist."
584,"Behandlung mit der Rückenspritze."
585,"Behandlungen im Abstand von 8 - 14 Tagen."
586,"Bei Anwendung mit Köderstation: Das Produkt muss in geschlossenen Behältern mit lediglich einer Öffnung für Zielorganismen (Köderbehälter) angewendet werden."
587,"Bei Anwendung unter Flachabdeckung besteht die Gefahr von Schäden an der Kultur. Es sind die vom Bewilligungsinhaber festgelegten Vorsorgemassnahmen einzuhalten."
588,"Bei Befall 2-3 Behandlungen im Abstand von 7-10 Tagen."
589,"Bei der Anwendung: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutz (B2) tragen. Nach der Anwendung: Raum sofort verlassen und Raum gut verschliessen."
590,"Bei der Handhabung und beim Aufhängen der Dispenser sind Schutzhandschuhe zu tragen."
591,"Bei Kaltvernebelung im Raum: Schutzhandschuhe + Schutzanzug + Schutzbrille + Kopfbedeckung + Atemschutzmaske (A2P3) tragen."
592,"Bei Splitbehandlung 2 x 1 l/ha."
593,"Bei Winterspinat auf Sandböden Risiko von Blattchlorosen und Wachstumshemmungen im Erntejahr."
594,"Beim Ansetzen der Spritzbrühe müssen Schutzhandschuhe getragen werden. Beim Ausbringen der Spritzbrühe müssen Schutzhandschuhe, Schutzanzug und festes Schuhwerk getragen werden. Technische Schutzvorrichtungen während des Ausbringens (z.B. geschlossene Traktorkabine) können die vorgeschriebene persönliche Schutzausrüstung ersetzen, wenn gewährleistet ist, dass sie einen vergleichbaren oder höheren Schutz bieten."
595,"Beim Befüllen des Nebelgeräts sind Schutzhandschuhe, eine Atemschutzmaske (A2P2) und eine dicht abschliessende Schutzbrille oder ein Visier zu tragen."
596,"Beim Befüllen des Nebelgeräts: Schutzhandschuhe + Schutzanzug + Schutzbrille + Atemschutzmaske (P3) tragen."
597,"Beim Herstellen der Spritzbrühe sehr gut rühren."
598,"Beim Verdünnen der Pilzsporen-Lösung ist eine Schutzmaske (FFP 2/3) zu tragen."
599,"Bewilligt nur für die Behandlung folgender getrockneter Erntegüter: Getreide, Mais, Reis, Ackerbohnen, Bohnen, Eiweisserbsen, Linsen."
600,"Brühemenge: 1000 - 1500 l/ha."
601,"Brühemenge: 230 - 600 l/ha."
602,"Brühemenge: zur Vermeidung von Phytotoxizität mindestens 1000 l/ha."
603,"Das Laub behandelter Rüben sowie behandelter Futterrüben darf nicht an Milchkühe verfüttert werden."
604,"Das Produkt  vor dem Gebrauch gut schütteln. Im Spritztank bei laufendem Rührwerk anwenden. Bei Spritzgeräten ohne Rührwerk Brühe regelmässig schütteln/rühren."
605,"Das Produkt darf nicht eingesetzt werden auf den essbaren Teilen von Pflanzen, die zum menschlichen Verzehr gedacht sind."
606,"Das Produkt kann bei Hautkontakt möglicherweise Allergien auslösen. Beim Ansetzen der Spritzbrühe müssen Schutzhandschuhe und eine Schutzbrille getragen werden. Ist bei der Applikation der Spritzbrühe der Hautkontakt mit dem Pflanzenschutzmittel nicht zu vermeiden (z.B. durch Sprühnebel), ist die Verwendung weiterer geeigneter Schutzausrüstung (z.B. Schutzanzug, Visier, Kopfbedeckung) erforderlich."
607,"Den Dispenser beim Einschalten nicht vor das Gesicht halten, da beim Einschalten ein Kontrollausstoss erfolgt."
608,"Die angegebene Aufwandmenge bezieht sich auf Stadium BBCH 55-59 (H) und eine Referenzbrühmenge von 1000 l/ha (Berechnungsgrundlage)."
609,"Die Auslegestellen sind mit genügend Erde gut zu verschliessen."
610,"Die Behandlung soll bis zum Austrieb der Gehölze abgeschlossen sein."
611,"Die Etiketten von Verpackungen mit behandeltem Pflanzgut sind mit folgenden Angaben zu versehen:  - Gebeiztes Pflanzgut. Nicht einnehmen! Überreste dürfen (auch gewaschen) nicht als Futter oder Lebensmittel verwendet werden.  - Die Handelsbezeichnung, Wirkstoff(e), sowie die Sicherheitshinweise des Saatbeizmittels."
612,"Die Wirkungseffizienz dieses Produkts wurde nicht für alle Applikationen geprüft und kann deshalb je nach Substrat oder Applikationsbedingungen stark schwanken."
613,"Dieses oder irgendein anderes Produkt, welches Kaliumphosphonat enthält, dürfen nicht mehr als 6 mal pro Parzelle und Jahr ausgebracht werden."
614,"Eine Behandlung mit der höheren Dosierung oder zwei Behandlungen mit der niedrigeren Dosierung."
615,"Einzelpflanzenbehandlung mit Streichgeräten oder Blackenspritze."
616,"Fakulative Tankimschung mit Mero (1.0-2.0 l/ha)."
617,"Für Sommerhimbeeren und Brombeeren bezieht sich die angegebene Aufwandmenge auf Stadium Beginn der Blüte bis Vollblüte, Heckenvolumen 10'000 m³/ha. Für Herbsthimbeeren bezieht sich die Aufwandmenge auf Stadium Blütenknospen nickend bis erste Blüten offen, Heckenvolumen 7500 m³/ha."
618,"Gefahr von Phytotoxizität."
619,"Gegen Rotbrenner in Tankmischung mit Folpet (80%), Konz. 0.1%."
620,"Genaue Aufwandmenge gemäss Gebrauchsanweisung je nach Sorte."
621,"Geprüft gegen Rehverbiss."
622,"In Obstbaukulturen ohne Regenabdeckung beträgt die Wartefrist 10 Tage."
623,"In Tankmischung mit 0.4 l/ha Fluazinam (500 g/l)"
